STATE,STATEA,COUNTY,COUNTYA,COUSUB,COUSUBA,GEO_ID,TL_GEO_ID,NAME_E,Total,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some Other Race alone, Two or More Races,Hispanic or Latino,Hispanic or Latino: White alone,   Hispanic or Latino: Black or African American alone,Hispanic or Latino: American Indian and Alaska Native alone,Hispanic or Latino: Asian alone,Hispanic or Latino: Native Hawaiian and Other Pacific Islander alone,Hispanic or Latino: Some other race alone,Hispanic or Latino: Two or more races,,Total: Worked in county of residence ,Worked outside county of residence,Worked outside state of residence,All Commuters," Car, truck, or van","Car, truck, or van: Drove alone","Car, truck, or van: Carpooled",Public Transportation,Bus,Subway or elevated rail,Long-distance train or commuter rail,"Light rail, streetcar or trolley ",Ferryboat,Taxicab,Motorcycle,Bicycle,Walked,Other means,Worked from home,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,Total Educational Attainment Population,No schooling completed,Nursery school,Kindergarten,1st grade,2nd grade,3rd grade,4th grade,5th grade,6th grade,7th grade,8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma",Regular high school diploma,GED or alternative credential,"Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree,Median earnings in the past 12 months (Total),Median earnings in the past 12 months (Male),Median earnings in the past 12 months (Female)
California,6,Orange County,59,South Coast CCD,93110,0600000US0605993110,605993110,"South Coast CCD, Orange County, California",318249,215576,4107,814,38073,418,19798,39463,57279,15038,119,676,368,100,18348,22630,158813,144822,12772,1219,158813,114698,104812,9886,750,563,0,160,27,0,73,173,568,2915,2236,37400,3165,10581,15013,19876,18678,8591,18083,4358,3884,8412,7075,3697,239894,3126,52,78,73,134,284,258,318,1333,235,968,841,660,625,3005,26454,3279,13437,30293,19478,80251,36908,11482,6322,69028,84170,53682
California,6,Placer County,61,Auburn CCD,90160,0600000US0606190160,606190160,"Auburn CCD, Placer County, California",46725,38347,278,322,1042,110,2187,4439,7322,3561,0,78,50,0,1933,1700,20532,16009,4447,76,20532,16402,15069,1333,85,42,0,0,43,0,20,38,21,741,148,3077,809,2719,2654,2330,1454,1057,2080,729,1050,1149,842,582,36067,448,0,0,0,10,63,0,64,206,42,216,106,369,458,797,6478,1111,2579,6344,4695,7559,3055,1195,272,47878,56647,41232
California,6,Placer County,61,Colfax-Monumental Ridge CCD,90548,0600000US0606190548,606190548,"Colfax-Monumental Ridge CCD, Placer County, California",21785,18337,153,26,312,94,549,2314,2309,853,0,0,14,0,288,1154,10067,7045,2825,197,10067,7850,7163,687,62,28,7,20,0,7,0,0,19,207,38,1891,341,717,807,1072,969,416,1349,256,588,657,590,414,16544,156,0,8,0,0,3,29,5,40,0,29,5,27,215,316,3101,389,1018,2898,1959,4027,1639,501,179,53314,66755,42942
California,6,Placer County,61,Foresthill-Back Country CCD,91020,0600000US0606191020,606191020,"Foresthill-Back Country CCD, Placer County, California",6972,5513,0,231,31,0,196,1001,1160,99,0,158,0,0,196,707,2753,2174,579,0,2753,2367,2205,162,0,0,0,0,0,0,0,0,0,0,138,248,110,130,44,136,70,301,668,114,194,354,207,177,4855,76,0,0,0,0,0,0,0,0,0,35,0,0,121,111,1068,141,289,1431,571,556,348,108,0,62425,75370,46071
California,6,Placer County,61,Lake Tahoe CCD,91550,0600000US0606191550,606191550,"Lake Tahoe CCD, Placer County, California",8427,6868,78,0,215,35,576,655,1647,560,14,0,0,0,576,497,4885,3733,613,539,4885,3556,3152,404,74,74,0,0,0,0,0,0,84,131,89,951,354,548,516,710,685,121,470,145,46,100,78,161,6603,51,0,0,0,39,19,0,0,160,0,39,49,37,80,128,774,87,200,1099,427,2371,751,151,141,50044,61111,36441
California,6,Placer County,61,Lincoln CCD,91605,0600000US0606191605,606191605,"Lincoln CCD, Placer County, California",107536,72208,2338,503,14697,116,4447,13227,16662,5790,143,432,168,0,4016,6113,46147,31050,14842,255,46147,34910,31905,3005,201,106,15,28,0,52,17,89,125,319,466,10020,493,2598,4181,5625,4615,2262,4330,1530,2093,4385,2337,1678,71505,1139,32,0,0,0,22,46,101,155,63,196,60,253,482,767,9249,1423,5765,11600,8398,20756,7866,2247,885,71066,86372,50870
California,6,Placer County,61,Rocklin CCD,92645,0600000US0606192645,606192645,"Rocklin CCD, Placer County, California",93939,69567,1407,393,7838,107,3496,11131,11875,3845,20,204,103,18,2603,5082,42909,29662,12949,298,42909,32073,29704,2369,202,189,8,5,0,0,8,192,128,481,307,9518,1152,2618,6091,5282,4318,1941,4473,1142,1578,2604,971,1221,65170,401,0,12,0,0,0,34,44,44,27,46,66,248,443,932,8944,1311,4387,8631,7254,19625,8455,2958,1308,68447,85207,54094
California,6,Placer County,61,Roseville CCD,92660,0600000US0606192660,606192660,"Roseville CCD, Placer County, California",127051,88165,2562,558,12989,288,4911,17578,22437,6844,79,398,145,44,4393,10534,63196,41674,21281,241,63196,48176,43997,4179,539,442,0,75,22,0,131,194,159,679,618,12700,1277,5354,7463,8687,6219,3673,7097,1531,2008,3433,1960,1794,91357,934,94,0,11,7,124,130,84,227,112,304,371,451,531,1275,14277,1744,7469,14688,10193,25924,8852,2644,911,59838,71647,49769
California,6,Plumas County,63,Chester CCD,90460,0600000US0606390460,606390460,"Chester CCD, Plumas County, California",3985,3713,13,6,2,0,10,241,507,396,13,0,0,0,1,97,1539,1391,148,0,1539,1351,1196,155,0,0,0,0,0,0,0,0,0,4,14,170,348,234,144,115,108,1,66,11,46,59,209,28,3280,111,0,0,0,0,0,0,0,0,0,0,0,12,0,81,633,72,228,966,231,630,201,63,52,37866,59509,31367
California,6,Plumas County,63,Feather River Canyon CCD,90975,0600000US0606390975,606390975,"Feather River Canyon CCD, Plumas County, California",414,189,0,0,0,0,0,225,0,0,0,0,0,0,0,0,105,105,0,0,105,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,49,0,32,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,12,85,0,49,0,0,-666666666,-666666666,-666666666
California,6,Plumas County,63,Graeagle CCD,91135,0600000US0606391135,606391135,"Graeagle CCD, Plumas County, California",1398,1353,0,0,0,0,36,9,27,4,0,0,0,0,14,9,291,244,5,42,291,223,218,5,0,0,0,0,0,0,0,0,0,0,5,63,5,29,19,92,14,6,11,0,12,10,30,0,1123,0,0,0,0,0,0,0,0,0,14,0,0,0,0,5,296,4,121,205,125,291,49,0,13,46023,33125,49722
California,6,Plumas County,63,Greenville CCD,91170,0600000US0606391170,606391170,"Greenville CCD, Plumas County, California",1525,1314,2,3,0,0,49,157,199,9,0,0,0,0,49,141,672,640,11,21,672,640,617,23,0,0,0,0,0,0,0,0,0,21,0,11,16,143,37,0,0,115,73,146,0,7,124,0,1182,0,0,0,0,0,0,9,0,0,0,0,0,37,8,25,175,21,68,544,88,88,82,1,36,39193,41143,37674
California,6,Plumas County,63,Portola CCD,92530,0600000US0606392530,606392530,"Portola CCD, Plumas County, California",5394,4591,0,221,115,52,66,349,715,344,0,103,60,0,66,142,1600,1309,66,225,1600,1404,1179,225,0,0,0,0,0,0,0,0,18,163,15,0,320,305,123,276,102,9,71,9,23,65,274,23,4036,8,0,0,0,0,0,0,0,19,0,5,0,35,105,75,1148,144,335,1152,472,407,111,7,13,36624,38619,33656
California,6,Plumas County,63,Quincy CCD,92540,0600000US0606392540,606392540,"Quincy CCD, Plumas County, California",6891,5911,251,111,53,4,47,514,517,279,121,10,20,0,47,40,2732,2639,93,0,2732,2325,2116,209,12,12,0,0,0,0,0,0,14,67,0,314,304,687,889,124,90,0,113,0,12,187,0,12,5238,38,0,53,0,21,0,0,0,0,4,51,25,41,22,111,1585,32,548,930,758,615,286,103,15,50352,52379,46789
California,6,Riverside County,65,Blythe CCD,90253,0600000US0606590253,606590253,"Blythe CCD, Riverside County, California",14017,5221,1306,197,348,31,4969,1945,7970,1107,98,157,0,5,4920,1683,5257,4567,228,462,5257,4745,4056,689,112,112,0,0,0,0,0,13,0,161,39,187,595,1437,1178,557,258,324,278,62,38,104,64,175,8814,308,0,0,17,10,35,67,111,299,50,180,223,79,274,483,2023,485,662,1641,784,659,309,43,72,33742,37751,30868
California,6,Riverside County,65,Cathedral City-Palm Desert CCD,90410,0600000US0606590410,606590410,"Cathedral City-Palm Desert CCD, Riverside County, California",149330,89002,3037,1977,6802,333,18906,29273,56715,10589,215,1665,116,131,18725,25274,61232,56471,4187,574,61232,50379,43576,6803,457,446,11,0,0,0,59,194,194,843,718,8388,1243,5465,9862,12127,10201,3428,4763,890,574,1065,1388,1838,116691,2085,60,114,97,235,465,238,318,1618,303,593,941,1010,1075,3725,22494,2568,8556,18137,9770,24798,10567,4850,2074,41439,47609,35810
California,6,Riverside County,65,Chuckwalla Valley CCD,90492,0600000US0606590492,606590492,"Chuckwalla Valley CCD, Riverside County, California",7783,2442,1079,136,163,22,3004,937,4700,846,61,49,40,0,2963,741,831,716,27,88,831,705,580,125,0,0,0,0,0,0,0,0,0,21,0,105,9,41,153,127,112,0,183,0,47,38,8,8,6643,109,0,0,31,69,67,0,28,314,31,181,249,488,495,300,1235,594,378,1395,372,195,65,15,32,26679,25521,27326
California,6,Riverside County,65,Coachella Valley CCD,90520,0600000US0606590520,606590520,"Coachella Valley CCD, Riverside County, California",189037,61959,3673,2022,4078,192,47168,69945,135097,18549,880,1754,109,18,46627,67160,83051,79738,2987,326,83051,75780,63754,12026,378,354,24,0,0,0,121,96,173,1083,692,4728,1863,6135,11917,14298,13031,7328,13249,1351,2574,2566,2198,1813,128237,4232,127,242,309,692,1508,733,5549,7102,445,2274,5842,1163,2127,5155,30377,3613,8184,14446,7902,16456,7236,1678,845,35508,40578,30657
California,6,Riverside County,65,Corona CCD,90590,0600000US0606590590,606590590,"Corona CCD, Riverside County, California",177472,73823,7908,1969,20517,468,44842,27945,87912,18615,501,1717,583,70,44209,22217,85957,52067,33549,341,85957,72721,65603,7118,756,195,39,423,99,0,27,241,187,549,1494,9982,438,4096,9330,8333,7348,3800,10293,2001,4418,9797,11828,4293,119086,3727,96,113,130,234,793,244,340,2404,461,1325,1616,946,1293,4070,27515,2758,7281,17736,10701,23959,8137,1704,1503,47388,54066,40893
California,6,Riverside County,65,Desert Hot Springs CCD,90670,0600000US0606590670,606590670,"Desert Hot Springs CCD, Riverside County, California",58298,23408,3415,1451,1084,209,12350,16381,35759,6699,365,1187,130,0,12223,15155,24375,21737,2576,62,24375,22006,18468,3538,282,282,0,0,0,0,0,12,0,231,91,1753,317,837,2642,3999,4378,2210,3279,1147,1357,759,893,804,38857,1528,0,61,128,308,125,258,115,1075,297,512,394,479,998,1479,10856,1680,2889,6317,2921,4079,1480,612,266,32244,35596,28635
California,6,Riverside County,65,Elsinore Valley CCD,90880,0600000US0606590880,606590880,"Elsinore Valley CCD, Riverside County, California",132775,56922,7878,1258,10642,158,29292,26625,64915,13341,437,1014,256,0,27982,21885,59880,41132,18452,296,59880,50823,44322,6501,184,69,0,115,0,0,0,91,102,478,1064,7138,705,3219,2928,5067,4507,2802,7764,2021,2664,6431,9419,5215,85579,3409,34,35,17,104,373,185,201,1687,201,640,1223,1239,1019,2794,20674,3054,6888,14143,7349,13343,5524,879,564,45186,55529,35961
California,6,Riverside County,65,Hemet-San Jacinto CCD,91280,0600000US0606591280,606591280,"Hemet-San Jacinto CCD, Riverside County, California",183872,83160,13127,3215,6003,470,42590,35307,99665,25539,824,1977,381,23,41860,29061,68042,55140,12601,301,68042,59056,50239,8817,400,266,1,53,0,80,39,196,93,848,811,6599,1603,4948,8693,5848,3219,2131,7395,2247,3428,8255,7812,5864,120690,4705,96,0,103,310,386,151,452,2870,399,1266,2881,2468,3598,5135,31817,5082,12250,20244,9182,11178,4770,963,384,38387,44022,31737
California,6,Riverside County,65,Idyllwild CCD,91370,0600000US0606591370,606591370,"Idyllwild CCD, Riverside County, California",12779,7976,83,324,908,0,1584,1904,3705,705,3,213,203,0,1333,1248,5587,4770,799,18,5587,4385,3281,1104,0,0,0,0,0,0,0,6,0,166,52,978,295,506,498,401,407,287,220,49,78,916,589,363,9744,188,0,24,3,0,0,115,93,85,0,55,9,104,176,482,1748,482,730,1881,828,1442,977,156,166,38208,38492,37991
California,6,Riverside County,65,Jurupa CCD,91450,0600000US0606591450,606591450,"Jurupa CCD, Riverside County, California",176423,52612,10205,2084,26159,314,57384,27665,103612,20322,145,1932,484,56,56457,24216,81617,40074,41205,338,81617,71531,62142,9389,455,160,0,257,38,0,44,263,34,362,634,8294,1560,2996,4880,9800,9781,5167,12947,2335,2872,8465,7551,4969,112424,5205,41,46,115,272,705,605,975,3079,596,842,2327,1050,1912,5212,26843,2709,7063,14884,8515,20332,7268,1104,724,47053,53934,38321
California,6,Riverside County,65,Lake Mathews CCD,91530,0600000US0606591530,606591530,"Lake Mathews CCD, Riverside County, California",28277,11474,1297,198,1242,56,9692,4318,14979,2034,46,170,20,56,9414,3239,12273,9112,3064,97,12273,9835,8787,1048,85,0,0,63,22,0,0,61,12,96,244,1940,147,423,545,1229,1567,597,1882,387,574,1204,1026,752,19331,952,0,0,0,115,247,197,76,546,48,327,143,280,287,562,4417,671,1236,2876,1491,3076,1261,337,186,46423,54852,32551
California,6,Riverside County,65,Murrieta CCD,92060,0600000US0606592060,606592060,"Murrieta CCD, Riverside County, California",331963,184789,17435,2601,33717,1687,36057,55677,99861,27240,1140,1145,1025,89,33567,35655,145986,104616,40614,756,145986,118371,105100,13271,410,298,1,111,0,0,0,287,189,1685,1311,23733,1725,9013,13910,17552,14085,4355,9857,2077,3752,11879,21298,12750,214838,3499,24,39,32,419,330,196,354,1059,246,690,1140,1435,1618,3665,38332,4985,18550,40813,22515,48667,19504,4715,2011,54632,70326,38257
California,6,Riverside County,65,Norco CCD,92130,0600000US0606592130,606592130,"Norco CCD, Riverside County, California",24146,13751,659,108,979,15,5249,3385,9738,1892,5,73,20,0,5189,2559,9963,6427,3514,22,9963,8376,7405,971,31,0,0,20,11,0,0,55,18,172,114,1197,304,573,1044,1168,675,391,1128,283,618,843,1146,593,17430,299,34,18,25,35,106,14,105,209,26,202,269,230,466,505,4584,723,1522,2806,1583,2589,861,143,76,49479,66429,37898
California,6,Riverside County,65,Palm Springs CCD,92340,0600000US0606592340,606592340,"Palm Springs CCD, Riverside County, California",44572,30595,2883,401,1988,94,2947,5664,11141,3173,276,155,29,17,2861,4630,19205,17703,1279,223,19205,13391,11619,1772,270,202,45,5,16,2,6,60,95,473,249,4661,407,2419,3136,2000,2003,851,1687,239,260,468,443,631,37817,423,0,36,61,14,8,82,10,427,27,98,214,268,173,653,5718,1027,2831,6219,2813,9531,4649,1780,755,43779,48533,36663
California,6,Riverside County,65,Perris Valley CCD,92450,0600000US0606592450,606592450,"Perris Valley CCD, Riverside County, California",327696,116282,33001,3834,15663,1550,100482,56884,183394,33751,1558,3409,604,43,98331,45698,138701,105224,33224,253,138701,121355,105116,16239,861,610,30,214,7,0,91,161,110,862,1087,14174,1200,4584,8744,16315,14749,5817,21435,2868,6412,13655,15051,13697,210620,9368,111,42,252,782,1600,967,1124,5566,1036,1762,3547,2716,3719,7857,53993,7183,17438,33839,19187,25862,9177,1725,1767,41562,48500,34912
California,6,Riverside County,65,Riverside CCD,92640,0600000US0606592640,606592640,"Riverside CCD, Riverside County, California",481757,164756,43923,5457,35757,2451,158340,71073,271669,51503,1810,4590,944,378,156363,56081,219214,154870,63667,677,219214,190321,166136,24185,2696,1871,8,760,57,0,286,430,1225,4162,1482,18612,2828,12498,22416,26955,28682,10738,33252,5690,8499,16506,21530,11008,302150,9360,162,206,513,1174,1744,560,1376,8976,1207,3093,6519,4003,5522,9633,79537,8206,18823,47811,24120,42875,18854,3661,4215,40060,44890,34301
California,6,Riverside County,65,San Gorgonio Pass CCD,92810,0600000US0606592810,606592810,"San Gorgonio Pass CCD, Riverside County, California",109712,54960,7758,2239,6506,114,19515,18620,48870,12655,467,1455,171,67,19114,14941,43100,27397,15570,133,43100,37780,33333,4447,439,260,18,110,51,0,33,38,59,352,369,4030,1094,3169,4783,3746,2697,2303,5499,2157,2219,4860,3833,2710,73624,1808,45,18,70,153,293,123,311,927,165,586,721,878,1647,2445,16873,2458,6309,13210,7262,10949,5017,821,535,46155,54292,38158
California,6,Sacramento County,67,Elk Grove CCD,90870,0600000US0606790870,606790870,"Elk Grove CCD, Sacramento County, California",122471,40894,11315,441,41506,2469,8894,16952,23279,4318,550,302,635,56,8129,9289,55917,47261,8303,353,55917,45462,38532,6930,666,439,13,43,171,0,65,205,246,344,621,8308,625,2370,4789,6611,6317,3459,9204,1499,2847,5661,2791,1436,82149,4766,15,22,74,133,186,72,206,756,185,583,388,602,436,2720,15355,2608,6875,13290,7971,16940,5679,1478,809,48251,50089,46545
California,6,Sacramento County,67,Folsom CCD,91010,0600000US0606791010,606791010,"Folsom CCD, Sacramento County, California",82140,49493,4207,324,16015,192,3013,8896,11583,3991,97,178,75,0,2638,4604,38853,32722,6004,127,38853,26249,24036,2213,610,243,13,24,330,0,0,0,154,451,290,11099,618,3204,4062,3573,4088,1949,3858,1280,1118,2174,969,861,57576,504,0,0,0,34,8,22,5,72,133,242,245,533,671,659,6550,1088,3266,6795,5254,18084,10069,2095,1247,74448,93967,59809
California,6,Sacramento County,67,Galt CCD,91090,0600000US0606791090,606791090,"Galt CCD, Sacramento County, California",40619,23907,919,639,2315,48,7003,5788,15670,3886,76,461,171,0,6891,4185,17847,13136,4648,63,17847,14877,12839,2038,150,150,0,0,0,0,0,99,117,186,247,2171,608,1278,1088,1226,2340,1107,2675,703,1058,1599,1072,922,28152,960,0,0,5,52,49,101,84,298,162,113,157,466,464,946,7013,1105,2483,4351,2520,4874,1065,587,297,45014,50910,36813
California,6,Sacramento County,67,Isleton CCD,91416,0600000US0606791416,606791416,"Isleton CCD, Sacramento County, California",4926,2389,40,53,139,0,1687,618,2322,169,0,53,8,0,1581,511,2332,1436,883,13,2332,1814,1561,253,156,156,0,0,0,0,0,0,0,122,0,240,122,84,95,235,328,83,218,228,68,451,93,87,3550,71,0,0,5,0,75,0,0,78,9,25,206,0,0,34,676,185,341,530,317,755,163,80,0,39276,43849,36944
California,6,Sacramento County,67,Rancho Cordova CCD,92555,0600000US0606792555,606792555,"Rancho Cordova CCD, Sacramento County, California",128340,68423,13056,1381,17751,823,10229,16677,26126,5933,491,1042,457,0,9699,8504,59771,51542,7889,340,59771,45161,39376,5785,941,254,47,35,605,0,102,243,443,641,797,11443,707,3519,5935,7103,8853,3900,8522,1438,1556,3386,1568,1841,87429,1802,10,47,0,17,199,131,233,627,128,326,503,548,863,2315,15309,3115,6473,14866,10005,20002,7129,1889,892,48970,53975,44747
California,6,Sacramento County,67,Sacramento CCD,92690,0600000US0606792690,606792690,"Sacramento CCD, Sacramento County, California",1198507,556752,121144,11034,198758,14509,132657,163653,299407,70338,5166,7650,3071,699,125879,86604,551697,450499,99167,2031,551697,426175,374388,51787,8290,4595,507,532,2568,88,986,1456,4471,10643,7058,92618,9023,28899,54701,76744,80557,36460,78328,14376,16900,27873,18505,16713,822718,30039,379,192,328,648,1776,756,2119,8387,1922,5829,6588,8067,10049,22755,159298,25446,62369,133136,77805,170193,61268,23032,10337,46009,49917,41570
California,6,Sacramento County,67,Sloughhouse CCD,93030,0600000US0606793030,606793030,"Sloughhouse CCD, Sacramento County, California",7044,5164,262,4,533,0,289,792,1347,522,0,4,17,0,262,542,3218,2586,632,0,3218,2549,2459,90,38,22,0,0,16,0,0,0,0,82,65,484,116,148,123,206,143,139,690,118,8,509,89,445,5520,0,0,0,0,0,0,0,0,0,36,0,52,127,26,0,586,61,562,571,637,1970,623,250,19,69516,90379,60598
California,6,San Benito County,69,Hollister CCD,91300,0600000US0606991300,606991300,"Hollister CCD, San Benito County, California",58403,24738,622,969,2174,152,9452,20296,37864,9022,95,859,177,10,9413,18288,27398,13908,13490,0,27398,23800,20310,3490,275,158,42,29,0,46,0,97,112,161,190,2763,764,3026,2983,2186,1587,886,2361,378,1286,2911,4166,2101,37682,1204,7,38,0,123,457,118,240,955,206,512,825,259,665,981,8809,1520,2524,6384,4038,5774,1564,305,174,47365,59466,36360
California,6,San Benito County,69,San Benito-Bitterwater CCD,92760,0600000US0606992760,606992760,"San Benito-Bitterwater CCD, San Benito County, California",838,718,4,1,0,0,33,82,105,26,0,0,0,0,31,48,360,258,102,0,360,287,282,5,2,2,0,0,0,0,0,0,0,29,1,41,15,53,43,23,0,35,13,9,40,21,55,12,581,4,0,0,0,0,0,0,0,7,0,6,2,6,1,0,143,15,37,98,29,131,71,21,10,65707,95341,45938
California,6,San Benito County,69,San Juan Bautista CCD,92840,0600000US0606992840,606992840,"San Juan Bautista CCD, San Benito County, California",6815,4368,57,259,114,0,828,1189,2814,790,19,202,9,0,828,966,3246,1336,1910,0,3246,2707,2501,206,0,0,0,0,0,0,0,0,0,32,115,392,78,288,237,323,459,274,329,17,167,176,401,105,5187,58,0,0,0,0,12,0,18,140,20,20,168,87,19,125,778,164,397,984,520,1104,434,89,50,49328,57625,40593
California,6,San Bernardino County,71,Barstow CCD,90188,0600000US0607190188,607190188,"Barstow CCD, San Bernardino County, California",42823,20586,5572,988,1125,665,4741,9146,17395,5752,181,652,70,20,4605,6115,15686,14700,969,17,15686,14085,11854,2231,75,75,0,0,0,0,0,14,36,615,151,710,649,2388,2170,1826,664,459,1391,273,707,2043,1522,884,27866,427,0,23,13,40,55,47,40,146,24,218,462,749,769,1018,7825,933,2819,6043,2712,2196,1056,137,114,39972,48729,32856
California,6,San Bernardino County,71,Big Bear CCD,90220,0600000US0607190220,607190220,"Big Bear CCD, San Bernardino County, California",25718,19954,193,330,486,63,924,3768,5802,2152,13,199,0,0,870,2568,11049,9751,1225,73,11049,8675,7712,963,59,26,0,33,0,0,0,0,0,290,105,1920,349,1616,1462,1606,645,242,715,130,288,368,791,917,18322,254,0,0,0,2,8,18,17,153,11,32,232,304,264,172,3967,238,1125,3787,1856,3917,1495,290,180,45762,51256,35780
California,6,San Bernardino County,71,Lake Arrowhead CCD,91513,0600000US0607191513,607191513,"Lake Arrowhead CCD, San Bernardino County, California",22621,15883,647,171,476,76,1152,4216,5818,1450,86,19,0,0,1023,3240,9529,8125,1382,22,9529,7000,6532,468,0,0,0,0,0,0,0,0,0,258,83,2188,167,743,1150,885,297,146,598,254,363,673,1073,992,16103,44,12,0,0,38,10,0,64,170,43,31,44,65,286,408,3181,274,976,3604,1665,3253,1372,253,310,45989,52783,37517
California,6,San Bernardino County,71,Mount Baldy-Wrightwood CCD,92040,0600000US0607192040,607192040,"Mount Baldy-Wrightwood CCD, San Bernardino County, California",6621,5085,17,153,382,67,434,483,1060,286,0,153,0,0,386,235,2837,2240,573,24,2837,2296,2205,91,0,0,0,0,0,0,0,0,0,48,51,442,38,299,216,177,197,29,278,100,234,388,232,207,5201,78,0,0,0,0,0,0,0,10,0,112,37,10,33,19,1061,40,342,888,648,1008,563,148,204,54583,71291,43145
California,6,San Bernardino County,71,Needles CCD,92080,0600000US0607192080,607192080,"Needles CCD, San Bernardino County, California",6595,4661,159,636,39,3,154,943,1688,759,0,92,0,0,154,683,1932,1358,102,472,1932,1781,1627,154,5,0,0,0,0,5,0,0,0,30,5,111,247,520,276,254,74,38,200,17,22,50,38,85,5141,63,0,0,0,0,0,0,0,68,11,6,140,104,386,237,1476,210,418,1156,387,363,97,19,0,37139,43968,32558
California,6,San Bernardino County,71,Newberry Springs-Baker CCD,92102,0600000US0607192102,607192102,"Newberry Springs-Baker CCD, San Bernardino County, California",12298,7893,1255,42,412,153,390,2153,3672,1429,324,8,0,0,390,1521,6469,6340,124,5,6469,5138,4201,937,0,0,0,0,0,0,0,12,113,759,19,428,1084,3205,627,222,135,65,172,114,57,123,74,163,6204,105,0,0,0,0,0,4,0,17,0,44,11,0,128,100,1307,202,742,1510,686,1028,278,18,24,33080,37056,23626
California,6,San Bernardino County,71,Ontario CCD,92260,0600000US0607192260,607192260,"Ontario CCD, San Bernardino County, California",663594,236995,44825,8196,106772,1157,137170,128479,334371,80666,2597,7086,2585,360,133980,107097,317694,200205,116527,962,317694,271302,238263,33039,3311,1831,266,1062,152,0,185,563,981,2675,3271,35406,3719,17110,30134,37027,39998,18468,40705,9404,13256,27319,30456,14692,448032,13941,241,126,185,681,1176,1123,1181,8476,991,2821,5287,4568,6647,14679,89012,11858,32699,66921,41969,93587,37159,7184,5520,46629,53461,40247
California,6,San Bernardino County,71,San Bernardino CCD,92770,0600000US0607192770,607192770,"San Bernardino CCD, San Bernardino County, California",860494,260589,75795,10703,50521,3119,315468,144299,566149,117907,3189,9035,2027,297,311247,122447,379210,293282,84867,1061,379210,330294,287668,42626,4182,2678,251,988,131,134,586,926,542,5193,3240,34247,5176,22066,44134,56521,56518,20650,51730,8102,11286,20912,28860,19008,542328,21357,409,270,1020,1749,3886,2256,3140,17108,2654,6130,16564,11191,15374,19977,148741,17786,32184,77948,37676,66707,26618,6902,4681,38445,43165,33837
California,6,San Bernardino County,71,Searles Valley CCD,92955,0600000US0607192955,607192955,"Searles Valley CCD, San Bernardino County, California",2063,1568,38,40,21,0,132,264,411,156,0,32,0,0,102,121,666,393,265,8,666,573,499,74,0,0,0,0,0,0,0,0,4,24,0,65,131,137,102,32,0,36,94,4,25,5,19,16,1325,12,0,0,0,0,0,0,0,0,11,10,0,7,55,72,401,75,150,229,153,105,37,0,8,43030,57500,23973
California,6,San Bernardino County,71,Twentynine Palms-Yucca Valley CCD,93482,0600000US0607193482,607193482,"Twentynine Palms-Yucca Valley CCD, San Bernardino County, California",73014,46784,4156,1340,2126,813,3190,14605,17959,5118,226,434,78,59,2954,9090,32892,27545,5289,58,32892,25627,22780,2847,165,145,0,0,20,0,12,159,25,2807,274,3823,2468,6691,4993,3391,2029,659,2370,868,712,2005,1700,1183,45766,516,0,0,30,102,77,24,9,178,81,322,575,587,1135,736,10211,1869,4754,10565,3914,6805,2468,428,380,34592,36885,32650
California,6,San Bernardino County,71,Victorville-Hesperia CCD,93555,0600000US0607193555,607193555,"Victorville-Hesperia CCD, San Bernardino County, California",417543,199673,41660,5301,13481,1215,64928,91285,219795,73117,1711,4201,867,221,62812,76866,150776,127079,22843,854,150776,133756,115163,18593,789,522,42,213,12,0,78,53,9,944,2062,13085,2652,8774,16364,16080,12912,5811,12256,2685,3772,16795,21095,18495,255378,7797,23,70,247,268,680,314,832,4816,1730,3025,4409,4672,8755,12340,70546,10824,24654,39999,23417,22805,10302,1606,1247,37347,45178,30499
California,6,San Bernardino County,71,Yucaipa CCD,93850,0600000US0607193850,607193850,"Yucaipa CCD, San Bernardino County, California",54432,35984,933,415,1936,135,6834,8195,19571,6214,110,300,59,0,6492,6396,23044,17166,5878,0,23044,20255,17540,2715,0,0,0,0,0,0,0,0,16,183,302,2288,250,1292,1782,2316,3355,1470,3766,500,1428,2010,1513,1074,35573,680,17,0,0,37,153,12,111,643,106,39,355,301,485,876,8570,1026,2868,6539,3349,5337,3149,518,402,45912,53298,36839
California,6,San Diego County,73,Alpine CCD,90030,0600000US0607390030,607390030,"Alpine CCD, San Diego County, California",16467,12903,310,27,470,59,1004,1694,3340,1156,35,14,12,2,937,1184,7250,7198,11,41,7250,6363,5924,439,50,50,0,0,0,0,0,62,0,56,10,709,195,568,613,257,887,639,1129,492,409,704,599,49,11597,143,0,0,0,0,25,0,0,0,0,0,35,87,69,209,2103,352,1281,2457,1131,2501,819,203,182,53225,56081,50216
